gene_id,gene_name,gene_type,chr,X1kb_up_tss_start,strand,number_of_dbp
ENSG00000181585.6,TMIE,protein_coding,chr3,46693528,+,2
ENSG00000206549.13,PRSS50,protein_coding,chr3,46811575,-,0
ENSG00000283706.2,PRSS50,protein_coding,chr3,46716870,-,1
ENSG00000188086.15,PRSS45P,protein_coding,chr3,46749892,-,0
ENSG00000284672.1,AC109583.3,lncRNA,chr3,46811559,-,0
ENSG00000160808.10,MYL3,protein_coding,chr3,46881173,-,0
ENSG00000160801.14,PTH1R,protein_coding,chr3,46876721,+,0
ENSG00000160799.11,CCDC12,protein_coding,chr3,46981011,-,0
ENSG00000160796.17,NBEAL2,protein_coding,chr3,46978683,+,4
ENSG00000181555.20,SETD2,protein_coding,chr3,47162968,-,1
ENSG00000227398.4,KIF9-AS1,lncRNA,chr3,47163186,+,5
ENSG00000088727.12,KIF9,protein_coding,chr3,47282452,-,2
ENSG00000114648.12,KLHL18,protein_coding,chr3,47281917,+,7
ENSG00000260236.1,AC099778.1,lncRNA,chr3,47380000,-,2
ENSG00000076201.15,PTPN23,protein_coding,chr3,47380011,+,6
ENSG00000114650.20,SCAP,protein_coding,chr3,47476127,-,2
ENSG00000163832.16,ELP6,protein_coding,chr3,47512713,-,3
ENSG00000114646.10,CSPG5,protein_coding,chr3,47579793,-,0
ENSG00000173473.11,SMARCC1,protein_coding,chr3,47781107,-,2
ENSG00000214773.1,AC112512.1,lncRNA,chr3,47603678,-,0
ENSG00000132153.15,DHX30,protein_coding,chr3,47801909,+,4
ENSG00000047849.21,MAP4,protein_coding,chr3,48088273,-,2
ENSG00000164045.12,CDC25A,protein_coding,chr3,48187418,-,1
ENSG00000164047.6,CAMP,protein_coding,chr3,48222347,+,1
ENSG00000164048.14,ZNF589,protein_coding,chr3,48240100,+,6
ENSG00000172113.9,NME6,protein_coding,chr3,48300686,-,2
ENSG00000229453.2,SPINK8,protein_coding,chr3,48327342,-,0
ENSG00000164049.14,FBXW12,protein_coding,chr3,48371219,+,0
ENSG00000164050.13,PLXNB1,protein_coding,chr3,48429087,-,1
ENSG00000164051.14,CCDC51,protein_coding,chr3,48439457,-,2
ENSG00000232112.3,TMA7,protein_coding,chr3,48439257,+,5
ENSG00000244380.1,AC134772.1,lncRNA,chr3,48445657,-,1
ENSG00000164053.21,ATRIP,protein_coding,chr3,48445710,+,5
ENSG00000213689.14,TREX1,protein_coding,chr3,48464811,+,6
ENSG00000164054.15,SHISA5,protein_coding,chr3,48503827,-,0
ENSG00000114268.12,PFKFB4,protein_coding,chr3,48561016,-,1
ENSG00000145040.4,UCN2,protein_coding,chr3,48562782,-,0
ENSG00000114270.17,COL7A1,protein_coding,chr3,48594268,-,0
ENSG00000010256.11,UQCRC1,protein_coding,chr3,48609977,-,1
ENSG00000183396.4,TMEM89,protein_coding,chr3,48620770,-,0
ENSG00000225697.13,SLC26A6,protein_coding,chr3,48634494,-,2
ENSG00000008300.17,CELSR3,protein_coding,chr3,48661887,-,3
ENSG00000228350.1,LINC02585,lncRNA,chr3,48662776,+,7
ENSG00000271973.1,AC141002.1,lncRNA,chr3,48671455,+,0
ENSG00000213672.8,NCKIPSD,protein_coding,chr3,48685365,-,2
ENSG00000068745.15,IP6K2,protein_coding,chr3,48739354,-,2
ENSG00000114302.16,PRKAR2A,protein_coding,chr3,48846875,-,1
ENSG00000224424.8,PRKAR2A-AS1,lncRNA,chr3,48846572,+,4
ENSG00000178537.10,SLC25A20,protein_coding,chr3,48897905,-,1
ENSG00000221883.3,ARIH2OS,protein_coding,chr3,48918386,-,1
ENSG00000177479.19,ARIH2,protein_coding,chr3,48917821,+,5
ENSG00000235236.1,AC137630.2,lncRNA,chr3,48982986,-,0
ENSG00000223343.1,AC137630.1,lncRNA,chr3,48988989,-,0
ENSG00000273211.1,AC137630.4,lncRNA,chr3,48984964,-,0
ENSG00000178467.18,P4HTM,protein_coding,chr3,48988889,+,0
ENSG00000178252.18,WDR6,protein_coding,chr3,49006062,+,6
ENSG00000178149.17,DALRD3,protein_coding,chr3,49021294,-,3
ENSG00000178057.15,NDUFAF3,protein_coding,chr3,49019459,+,7
ENSG00000178035.12,IMPDH2,protein_coding,chr3,49028409,-,2
ENSG00000272434.1,AC137630.3,lncRNA,chr3,49028316,+,6
ENSG00000198218.11,QRICH1,protein_coding,chr3,49093364,-,3
ENSG00000172053.18,QARS,protein_coding,chr3,49104131,-,2
ENSG00000172046.19,USP19,protein_coding,chr3,49119939,-,2
ENSG00000172037.14,LAMB2,protein_coding,chr3,49132119,-,1
ENSG00000177352.10,CCDC71,protein_coding,chr3,49165332,-,2
ENSG00000185909.15,KLHDC8B,protein_coding,chr3,49170598,+,7
ENSG00000236980.10,C3orf84,protein_coding,chr3,49190859,-,0
ENSG00000173421.17,CCDC36,protein_coding,chr3,49197428,+,0
ENSG00000225399.4,AC121247.1,lncRNA,chr3,49259085,+,1
ENSG00000188315.8,C3orf62,protein_coding,chr3,49276233,-,0
ENSG00000114316.13,USP4,protein_coding,chr3,49339713,-,3
ENSG00000067560.12,RHOA,protein_coding,chr3,49411999,-,2
ENSG00000235908.1,RHOA-IT1,lncRNA,chr3,49366007,-,0
ENSG00000145022.4,TCTA,protein_coding,chr3,49411206,+,6
ENSG00000145020.15,AMT,protein_coding,chr3,49421754,-,1
ENSG00000283189.2,AC104452.1,protein_coding,chr3,49428315,-,1
ENSG00000145029.13,NICN1,protein_coding,chr3,49428327,-,1
ENSG00000173402.11,DAG1,protein_coding,chr3,49467703,+,2
ENSG00000226913.2,BSN-DT,lncRNA,chr3,49553367,-,1
ENSG00000164061.5,BSN,protein_coding,chr3,49553477,+,4
ENSG00000235120.1,BSN-AS1,lncRNA,chr3,49640770,-,0
ENSG00000164062.13,APEH,protein_coding,chr3,49673014,+,0
ENSG00000173531.15,MST1,protein_coding,chr3,49688502,-,0
ENSG00000259970.1,AC099668.1,lncRNA,chr3,49683984,-,0
ENSG00000164068.16,RNF123,protein_coding,chr3,49688538,+,0
ENSG00000176020.9,AMIGO3,protein_coding,chr3,49718685,-,0
ENSG00000173540.12,GMPPB,protein_coding,chr3,49722952,-,2
ENSG00000176095.12,IP6K1,protein_coding,chr3,49785543,-,1
ENSG00000187492.9,CDHR4,protein_coding,chr3,49798874,-,0
ENSG00000185614.6,INKA1,protein_coding,chr3,49802261,+,5
ENSG00000182179.13,UBA7,protein_coding,chr3,49812954,-,1
ENSG00000183763.9,TRAIP,protein_coding,chr3,49855575,-,2
ENSG00000164076.17,CAMKV,protein_coding,chr3,49868936,-,0
ENSG00000164078.13,MST1R,protein_coding,chr3,49902874,-,0
ENSG00000230698.1,AC105935.2,lncRNA,chr3,49898302,+,2
ENSG00000228008.1,AC105935.1,lncRNA,chr3,49902845,+,3
ENSG00000164077.14,MON1A,protein_coding,chr3,49929174,-,2
ENSG00000004534.15,RBM6,protein_coding,chr3,49939007,+,6
ENSG00000003756.17,RBM5,protein_coding,chr3,50087919,+,5
ENSG00000281691.1,RBM5-AS1,lncRNA,chr3,50099989,-,0
ENSG00000235016.1,SEMA3F-AS1,lncRNA,chr3,50155086,-,1
ENSG00000001617.12,SEMA3F,protein_coding,chr3,50154045,+,5
ENSG00000114349.10,GNAT1,protein_coding,chr3,50190610,+,2
ENSG00000188338.15,SLC38A3,protein_coding,chr3,50204246,+,4
ENSG00000114353.17,GNAI2,protein_coding,chr3,50225292,+,3
ENSG00000213600.3,U73169.1,lncRNA,chr3,50238618,+,1
ENSG00000230454.1,U73166.1,lncRNA,chr3,50259303,+,5
ENSG00000232352.1,SEMA3B-AS1,lncRNA,chr3,50266372,-,0
ENSG00000012171.20,SEMA3B,protein_coding,chr3,50266558,+,1
ENSG00000179564.4,LSMEM2,protein_coding,chr3,50278087,+,1
ENSG00000214706.10,IFRD2,protein_coding,chr3,50291919,-,2
ENSG00000186792.17,HYAL3,protein_coding,chr3,50298406,-,1
ENSG00000243477.5,NAA80,protein_coding,chr3,50298422,-,1
ENSG00000114378.17,HYAL1,protein_coding,chr3,50311382,-,0
ENSG00000068001.14,HYAL2,protein_coding,chr3,50321783,-,1
ENSG00000114383.10,TUSC2,protein_coding,chr3,50327252,-,2
ENSG00000068028.17,RASSF1,protein_coding,chr3,50339981,-,0
ENSG00000281358.1,RASSF1-AS1,lncRNA,chr3,50336511,+,5
ENSG00000235058.1,ZMYND10-AS1,lncRNA,chr3,50340106,+,1
ENSG00000004838.14,ZMYND10,protein_coding,chr3,50344733,-,0
ENSG00000114388.14,NPRL2,protein_coding,chr3,50349827,-,2
ENSG00000114395.10,CYB561D2,protein_coding,chr3,50349695,+,6
ENSG00000272104.1,Z84492.1,protein_coding,chr3,50349892,+,6
ENSG00000126062.4,TMEM115,protein_coding,chr3,50358522,-,2
ENSG00000007402.11,CACNA2D2,protein_coding,chr3,50503245,-,0
ENSG00000271858.5,CYB561D2,lncRNA,chr3,50364334,+,2
ENSG00000088543.15,C3orf18,protein_coding,chr3,50570028,-,1
ENSG00000114735.9,HEMK1,protein_coding,chr3,50568152,+,6
ENSG00000280382.1,AC096920.1,lncRNA,chr3,50600149,-,1
ENSG00000114737.15,CISH,protein_coding,chr3,50610832,-,1
ENSG00000114738.11,MAPKAPK3,protein_coding,chr3,50610520,+,5
ENSG00000273356.1,LINC02019,lncRNA,chr3,50668989,+,0
ENSG00000088538.13,DOCK3,protein_coding,chr3,50673927,+,1
ENSG00000145050.18,MANF,protein_coding,chr3,51384291,+,7
ENSG00000259956.2,RBM15B,protein_coding,chr3,51390285,+,6
ENSG00000145041.15,DCAF1,protein_coding,chr3,51499003,-,2
ENSG00000164080.13,RAD54L2,protein_coding,chr3,51540144,+,0
ENSG00000164081.12,TEX264,protein_coding,chr3,51661693,+,0
ENSG00000288063.1,AC099050.1,lncRNA,chr3,51670177,-,2
ENSG00000164082.15,GRM2,protein_coding,chr3,51706068,+,2
ENSG00000214686.7,IQCF6,protein_coding,chr3,51778242,-,0
ENSG00000285749.2,AC097636.2,protein_coding,chr3,51797803,+,0
ENSG00000229972.8,IQCF3,protein_coding,chr3,51825883,+,0
ENSG00000184345.5,IQCF2,protein_coding,chr3,51860615,+,0
ENSG00000235455.1,IQCF5-AS1,lncRNA,chr3,51872596,+,0
ENSG00000214681.4,IQCF5,protein_coding,chr3,51874602,-,0
ENSG00000173389.16,IQCF1,protein_coding,chr3,51902354,-,0
ENSG00000287707.1,AC115284.4,lncRNA,chr3,51931484,-,0
ENSG00000114767.7,RRP9,protein_coding,chr3,51940905,-,3
ENSG00000041880.14,PARP3,protein_coding,chr3,51941345,+,7
ENSG00000180929.6,GPR62,protein_coding,chr3,51954381,+,0
ENSG00000090097.21,PCBP4,protein_coding,chr3,51973017,-,3
ENSG00000272762.5,AC115284.1,lncRNA,chr3,51973032,-,3
ENSG00000114779.19,ABHD14B,protein_coding,chr3,51982410,-,3
ENSG00000248487.9,ABHD14A,protein_coding,chr3,51970426,+,0
ENSG00000114786.16,ABHD14A-ACY1,protein_coding,chr3,51973706,+,7
ENSG00000243989.9,ACY1,protein_coding,chr3,51982340,+,7
ENSG00000162244.12,RPL29,protein_coding,chr3,51994896,-,2
ENSG00000285685.1,AC115284.3,lncRNA,chr3,52045763,+,0
ENSG00000164086.10,DUSP7,protein_coding,chr3,52055572,-,1
ENSG00000164087.8,POC1A,protein_coding,chr3,52153691,-,2
ENSG00000286419.1,AC097637.3,lncRNA,chr3,52185835,-,0
ENSG00000023330.15,ALAS1,protein_coding,chr3,52197086,+,5
ENSG00000239732.3,TLR9,protein_coding,chr3,52225164,-,0
ENSG00000173366.11,AC097637.1,protein_coding,chr3,52230191,-,1
ENSG00000247596.9,TWF2,protein_coding,chr3,52238159,-,2
ENSG00000243224.1,AC006252.1,lncRNA,chr3,52238258,+,6
ENSG00000164088.18,PPM1M,protein_coding,chr3,52244759,+,2
ENSG00000164091.12,WDR82,protein_coding,chr3,52287021,-,1
ENSG00000168237.18,GLYCTK,protein_coding,chr3,52286089,+,5
ENSG00000242797.3,GLYCTK-AS1,lncRNA,chr3,52298068,-,1
ENSG00000114841.17,DNAH1,protein_coding,chr3,52315319,+,0
ENSG00000163930.10,BAP1,protein_coding,chr3,52409009,-,2
ENSG00000010318.21,PHF7,protein_coding,chr3,52409660,+,6
ENSG00000010319.7,SEMA3G,protein_coding,chr3,52444104,-,1
ENSG00000114854.8,TNNC1,protein_coding,chr3,52453042,-,0
ENSG00000010322.16,NISCH,protein_coding,chr3,52454118,+,4
ENSG00000010327.10,STAB1,protein_coding,chr3,52494338,+,2
ENSG00000168268.11,NT5DC2,protein_coding,chr3,52534055,-,0
ENSG00000168273.8,SMIM4,protein_coding,chr3,52533013,+,4
ENSG00000163939.18,PBRM1,protein_coding,chr3,52684918,-,1
ENSG00000163938.17,GNL3,protein_coding,chr3,52680156,+,3
ENSG00000016864.18,GLT8D1,protein_coding,chr3,52705033,-,2
ENSG00000114902.14,SPCS1,protein_coding,chr3,52703955,+,6
ENSG00000114904.13,NEK4,protein_coding,chr3,52769947,-,1
ENSG00000055957.11,ITIH1,protein_coding,chr3,52776595,+,0
ENSG00000162267.12,ITIH3,protein_coding,chr3,52793768,+,4
ENSG00000055955.17,ITIH4,protein_coding,chr3,52829689,-,0
ENSG00000243696.5,AC006254.1,protein_coding,chr3,52834730,-,0
ENSG00000239799.1,ITIH4-AS1,lncRNA,chr3,52822935,+,0
ENSG00000272573.6,MUSTN1,protein_coding,chr3,52834020,-,0
ENSG00000248592.7,STIMATE-MUSTN1,protein_coding,chr3,52896563,-,1
ENSG00000213533.12,STIMATE,protein_coding,chr3,52896549,-,1
ENSG00000163935.14,SFMBT1,protein_coding,chr3,53045751,-,0
ENSG00000272305.5,AC096887.1,protein_coding,chr3,53098454,-,0
ENSG00000163933.10,RFT1,protein_coding,chr3,53129454,-,2
ENSG00000163932.15,PRKCD,protein_coding,chr3,53155009,+,0
ENSG00000286531.1,AC097015.1,lncRNA,chr3,53195820,+,6
ENSG00000163931.16,TKT,protein_coding,chr3,53255053,-,1
ENSG00000272886.6,DCP1A,protein_coding,chr3,53346587,-,2
ENSG00000157388.19,CACNA1D,protein_coding,chr3,53327963,+,0
ENSG00000271916.1,AC012467.1,lncRNA,chr3,53797020,-,0
ENSG00000016391.11,CHDH,protein_coding,chr3,53845420,-,1
ENSG00000056736.10,IL17RB,protein_coding,chr3,53845568,+,5
ENSG00000271976.1,AC012467.2,lncRNA,chr3,53860577,-,0
ENSG00000113812.14,ACTR8,protein_coding,chr3,53881153,-,2
ENSG00000113811.11,SELENOK,protein_coding,chr3,53890963,-,1
ENSG00000288029.1,AC115282.2,lncRNA,chr3,54032988,+,0
ENSG00000286353.1,AC115282.1,lncRNA,chr3,54124378,-,0
ENSG00000157445.15,CACNA2D3,protein_coding,chr3,54121547,+,0
ENSG00000265992.1,ESRG,lncRNA,chr3,54638858,-,0
ENSG00000243715.1,CACNA2D3-AS1,lncRNA,chr3,54900256,-,0
ENSG00000144771.8,LRTM1,protein_coding,chr3,54966089,-,0
ENSG00000239991.1,AC092059.1,lncRNA,chr3,55174733,-,0
ENSG00000243572.1,LINC02017,lncRNA,chr3,55177172,+,0
ENSG00000240708.2,LINC02030,lncRNA,chr3,55225862,+,0
ENSG00000242568.1,AC121764.2,lncRNA,chr3,55349916,-,0
ENSG00000242775.1,AC121764.3,lncRNA,chr3,55360830,-,0
ENSG00000114251.14,WNT5A,protein_coding,chr3,55489540,-,0
ENSG00000244586.1,WNT5A-AS1,lncRNA,chr3,55486699,+,0
ENSG00000242317.1,AC121764.1,lncRNA,chr3,55504262,-,0
ENSG00000187672.13,ERC2,protein_coding,chr3,56467468,-,0
ENSG00000240777.2,AC025572.1,lncRNA,chr3,55609603,+,1
ENSG00000281708.1,ERC2-IT1,lncRNA,chr3,55658383,-,0
ENSG00000180376.17,CCDC66,protein_coding,chr3,56556161,+,5
ENSG00000163946.13,TASOR,protein_coding,chr3,56682238,-,2
ENSG00000163947.11,ARHGEF3,protein_coding,chr3,57078330,-,1
ENSG00000240198.5,ARHGEF3-AS1,lncRNA,chr3,56939040,+,0
ENSG00000186451.2,SPATA12,protein_coding,chr3,57059664,+,3
ENSG00000272202.1,AC097358.2,lncRNA,chr3,57077943,+,5
ENSG00000144730.18,IL17RD,protein_coding,chr3,57169307,-,2
ENSG00000163666.10,HESX1,protein_coding,chr3,57226607,-,2
ENSG00000157500.12,APPL1,protein_coding,chr3,57226726,+,6
ENSG00000239388.9,ASB14,protein_coding,chr3,57291686,-,0
ENSG00000286952.1,AC093928.1,lncRNA,chr3,57292083,+,0
ENSG00000174844.14,DNAH12,protein_coding,chr3,57543345,-,0
ENSG00000287502.1,AC092418.2,lncRNA,chr3,57555055,-,2
ENSG00000174840.9,PDE12,protein_coding,chr3,57555274,+,6
ENSG00000168374.11,ARF4,protein_coding,chr3,57597221,-,2
ENSG00000272146.6,ARF4-AS1,lncRNA,chr3,57596531,+,6
ENSG00000174839.13,DENND6A,protein_coding,chr3,57692078,-,1
ENSG00000239801.1,DENND6A-AS1,lncRNA,chr3,57627810,+,0
ENSG00000241933.1,DENND6A-DT,lncRNA,chr3,57692205,+,5
ENSG00000163681.15,SLMAP,protein_coding,chr3,57754450,+,4
ENSG00000136068.14,FLNB,protein_coding,chr3,58007400,+,3
ENSG00000244161.1,FLNB-AS1,lncRNA,chr3,58169637,-,0
ENSG00000283148.1,AC137936.1,lncRNA,chr3,58177375,-,1
ENSG00000163687.14,DNASE1L3,protein_coding,chr3,58213698,-,0
ENSG00000163686.15,ABHD6,protein_coding,chr3,58236532,+,3
ENSG00000163684.11,RPP14,protein_coding,chr3,58305247,+,7
ENSG00000255154.7,HTD2,protein_coding,chr3,58305262,+,7
ENSG00000273493.1,AC098479.1,lncRNA,chr3,58328965,+,0
ENSG00000168297.16,PXK,protein_coding,chr3,58331880,+,4
ENSG00000168291.13,PDHB,protein_coding,chr3,58432858,-,1
ENSG00000272182.1,AC135507.1,lncRNA,chr3,58427255,+,0
ENSG00000272360.1,AC116036.2,lncRNA,chr3,58490292,-,0
ENSG00000168301.13,KCTD6,protein_coding,chr3,58491096,+,4
ENSG00000168306.13,ACOX2,protein_coding,chr3,58536284,-,0
ENSG00000168309.18,FAM107A,protein_coding,chr3,58626611,-,0
ENSG00000243384.1,AC119424.1,lncRNA,chr3,58571744,+,0
ENSG00000244383.2,FAM3D-AS1,lncRNA,chr3,58606080,+,0
ENSG00000198643.7,FAM3D,protein_coding,chr3,58665835,-,0
ENSG00000163689.20,C3orf67,protein_coding,chr3,59049085,-,0
ENSG00000242428.6,C3orf67-AS1,lncRNA,chr3,58823437,+,1
ENSG00000243295.2,AC126121.3,lncRNA,chr3,59049164,+,0
ENSG00000243903.1,AC138057.1,lncRNA,chr3,59387705,-,0
ENSG00000242545.1,AC126121.2,lncRNA,chr3,59509679,-,0
ENSG00000189283.10,FHIT,protein_coding,chr3,61250460,-,2
ENSG00000287649.1,AC093418.1,lncRNA,chr3,59808269,+,1
ENSG00000144724.20,PTPRG,protein_coding,chr3,61560569,+,5
ENSG00000241472.7,PTPRG-AS1,lncRNA,chr3,62368407,-,0
ENSG00000114405.10,C3orf14,protein_coding,chr3,62317973,+,0
ENSG00000153266.13,FEZF2,protein_coding,chr3,62373325,-,0
ENSG00000163618.18,CADPS,protein_coding,chr3,62874417,-,0
ENSG00000244342.5,LINC00698,lncRNA,chr3,62949430,+,0
ENSG00000163630.11,SYNPR,protein_coding,chr3,63227315,+,3
ENSG00000241359.1,SYNPR-AS1,lncRNA,chr3,63549052,-,0
ENSG00000188817.8,SNTN,protein_coding,chr3,63651675,+,0
ENSG00000163632.14,C3orf49,protein_coding,chr3,63818299,+,2
ENSG00000163634.12,THOC7,protein_coding,chr3,63862869,-,0
ENSG00000240549.2,THOC7-AS1,lncRNA,chr3,63859645,+,0
ENSG00000285399.2,AC104162.2,lncRNA,chr3,63862155,+,2
ENSG00000285258.1,ATXN7,protein_coding,chr3,63863557,+,3
ENSG00000163635.18,ATXN7,protein_coding,chr3,63897399,+,0
ENSG00000280620.1,SCAANT1,lncRNA,chr3,63910773,-,1
ENSG00000239653.1,PSMD6-AS2,lncRNA,chr3,64003022,+,0
ENSG00000271843.1,AC012557.1,lncRNA,chr3,64007693,-,0
ENSG00000163636.10,PSMD6,protein_coding,chr3,64023011,-,2
ENSG00000243410.1,PSMD6-AS1,lncRNA,chr3,64010964,+,0
ENSG00000272181.1,AC012557.2,lncRNA,chr3,64018508,+,0
ENSG00000241111.1,AC092040.1,lncRNA,chr3,64066964,+,0
ENSG00000189196.4,LINC00994,lncRNA,chr3,64086364,-,0
ENSG00000163637.13,PRICKLE2,protein_coding,chr3,64444477,-,0
ENSG00000241572.1,PRICKLE2-AS1,lncRNA,chr3,64098273,+,0
ENSG00000241101.1,PRICKLE2-AS2,lncRNA,chr3,64102470,+,0
ENSG00000226017.2,PRICKLE2-AS3,lncRNA,chr3,64186544,+,0
ENSG00000244564.2,PRICKLE2-DT,lncRNA,chr3,64444231,+,0
ENSG00000163638.13,ADAMTS9,protein_coding,chr3,64687001,-,0
ENSG00000241158.7,ADAMTS9-AS1,lncRNA,chr3,64560322,+,0
ENSG00000241684.6,ADAMTS9-AS2,lncRNA,chr3,64683909,+,1
ENSG00000243149.2,LINC02040,lncRNA,chr3,65173916,+,0
ENSG00000151276.23,MAGI1,protein_coding,chr3,66037835,-,0
ENSG00000270059.1,AC121493.1,lncRNA,chr3,65358718,-,0
ENSG00000272610.1,MAGI1-IT1,lncRNA,chr3,65953559,-,0
ENSG00000240175.1,MAGI1-AS1,lncRNA,chr3,65892816,+,0
ENSG00000144741.17,SLC25A26,protein_coding,chr3,66132610,+,0
ENSG00000144749.13,LRIG1,protein_coding,chr3,66500264,-,1
ENSG00000288039.1,AC098969.2,lncRNA,chr3,66823440,-,0
ENSG00000285738.1,AC098969.1,lncRNA,chr3,66793041,+,0
ENSG00000287873.1,AC020655.1,lncRNA,chr3,66997021,-,2
ENSG00000163376.11,KBTBD8,protein_coding,chr3,66997307,+,5
ENSG00000241884.2,AC114401.1,lncRNA,chr3,67295300,+,4
ENSG00000172340.14,SUCLG2,protein_coding,chr3,67653615,-,2
ENSG00000241316.8,SUCLG2-AS1,lncRNA,chr3,67653669,+,6
ENSG00000183662.11,TAFA1,protein_coding,chr3,68003247,+,0
ENSG00000286967.1,AC104167.1,lncRNA,chr3,68499613,+,0
ENSG00000163377.16,TAFA4,protein_coding,chr3,68952298,-,0
ENSG00000163378.14,EOGT,protein_coding,chr3,69012685,-,3
ENSG00000244513.7,AC109587.1,lncRNA,chr3,69012941,+,7
ENSG00000144747.17,TMF1,protein_coding,chr3,69051340,-,0
ENSG00000144744.17,UBA3,protein_coding,chr3,69079409,-,0
ENSG00000144746.7,ARL6IP5,protein_coding,chr3,69083937,+,5
ENSG00000163380.15,LMOD3,protein_coding,chr3,69122033,-,0
ENSG00000114541.15,FRMD4B,protein_coding,chr3,69541584,-,0
ENSG00000240842.2,AC099328.2,lncRNA,chr3,69570173,-,0
ENSG00000241667.1,AC104445.1,lncRNA,chr3,69590341,+,0
ENSG00000187098.15,MITF,protein_coding,chr3,69738435,+,3
ENSG00000240405.7,SAMMSON,lncRNA,chr3,69998550,+,1
ENSG00000242120.4,MDFIC2,protein_coding,chr3,70311639,-,0
ENSG00000287487.1,AC104633.1,lncRNA,chr3,70616606,-,0
ENSG00000287669.1,AC104633.2,lncRNA,chr3,70616766,+,0
ENSG00000114861.20,FOXP1,protein_coding,chr3,71582994,-,1
ENSG00000285708.1,AC097634.4,protein_coding,chr3,71753230,-,0
ENSG00000244203.2,FOXP1-AS1,lncRNA,chr3,71288769,+,0
ENSG00000274387.1,AC097634.2,lncRNA,chr3,71566863,+,0
ENSG00000242094.1,FOXP1-IT1,lncRNA,chr3,71573458,-,0
ENSG00000277855.1,AC097634.3,lncRNA,chr3,71580721,+,4
ENSG00000270562.1,AC097634.1,lncRNA,chr3,71583943,+,4
ENSG00000163412.13,EIF4E3,protein_coding,chr3,71753774,-,0
ENSG00000170837.3,GPR27,protein_coding,chr3,71752855,+,0
ENSG00000163421.9,PROK2,protein_coding,chr3,71784207,-,0
ENSG00000287131.1,AC096970.1,lncRNA,chr3,71784428,+,0
ENSG00000241163.8,LINC00877,lncRNA,chr3,72278504,-,0
ENSG00000273461.5,AC105265.3,lncRNA,chr3,72060061,+,0
ENSG00000276471.1,AC105265.4,lncRNA,chr3,72083642,-,0
ENSG00000243083.7,LINC00870,lncRNA,chr3,72150236,+,3
ENSG00000272774.1,AC112219.2,lncRNA,chr3,72177279,+,0
ENSG00000242618.2,AC112219.1,lncRNA,chr3,72208915,-,0
ENSG00000287882.1,AC134508.2,lncRNA,chr3,72318430,-,0
ENSG00000260670.1,AC134508.1,lncRNA,chr3,72323028,-,0
ENSG00000163602.10,RYBP,protein_coding,chr3,72445622,-,0
ENSG00000244345.1,AC104435.2,lncRNA,chr3,72549553,-,0
ENSG00000287595.1,AC097369.2,lncRNA,chr3,72737918,+,0
ENSG00000144736.14,SHQ1,protein_coding,chr3,72860915,-,0
ENSG00000172986.13,GXYLT2,protein_coding,chr3,72887046,+,2
ENSG00000163605.15,PPP4R2,protein_coding,chr3,72995803,+,6
ENSG00000255423.1,EBLN2,protein_coding,chr3,73060659,+,0
ENSG00000121440.15,PDZRN3,protein_coding,chr3,73623942,-,0
ENSG00000239677.6,PDZRN3-AS1,lncRNA,chr3,73620713,+,0
ENSG00000242741.2,LINC02005,lncRNA,chr3,73804754,+,0
ENSG00000239454.1,LINC02047,lncRNA,chr3,73998805,+,0
ENSG00000113805.8,CNTN3,protein_coding,chr3,74520141,-,0
ENSG00000287398.1,AC117481.1,lncRNA,chr3,75213510,+,0
ENSG00000272690.6,LINC02018,lncRNA,chr3,75434232,+,0
ENSG00000172969.7,FRG2C,protein_coding,chr3,75663330,+,0
ENSG00000242516.2,LINC00960,lncRNA,chr3,75671300,+,0
ENSG00000227124.11,ZNF717,protein_coding,chr3,75784584,-,0
ENSG00000185008.17,ROBO2,protein_coding,chr3,75905695,+,1
ENSG00000287567.1,AC133040.1,lncRNA,chr3,77570882,-,0
ENSG00000244461.1,LINC02077,lncRNA,chr3,78045795,-,0
ENSG00000240573.1,AC117462.1,lncRNA,chr3,78086404,+,0
ENSG00000240241.5,AC108752.1,lncRNA,chr3,78265940,+,3
ENSG00000169855.20,ROBO1,protein_coding,chr3,79766999,-,0
ENSG00000288105.1,AC117461.1,lncRNA,chr3,79410714,+,0
ENSG00000286329.1,AC108690.1,lncRNA,chr3,80676899,-,0
ENSG00000242828.1,AC068756.1,lncRNA,chr3,80787964,-,0
ENSG00000242781.2,LINC02050,lncRNA,chr3,80763862,+,0
ENSG00000243694.3,LINC02027,lncRNA,chr3,80992854,+,1
ENSG00000242145.1,AC099542.2,lncRNA,chr3,81207915,-,0
ENSG00000241593.5,AC099542.1,lncRNA,chr3,81296346,-,0
ENSG00000287053.1,AC107302.2,lncRNA,chr3,81358739,+,0
ENSG00000114480.13,GBE1,protein_coding,chr3,81760646,-,2
ENSG00000242190.1,AC017015.2,lncRNA,chr3,81763757,-,0
ENSG00000242009.2,AC129807.1,lncRNA,chr3,81839514,+,0
ENSG00000239440.6,LINC02008,lncRNA,chr3,81985138,+,6
ENSG00000288004.1,AC023503.1,lncRNA,chr3,83383445,+,3
ENSG00000286567.1,AC092825.1,lncRNA,chr3,83936032,-,0
ENSG00000287158.1,AC117464.1,lncRNA,chr3,83952639,+,0
ENSG00000242641.6,LINC00971,lncRNA,chr3,84880925,-,0
ENSG00000242339.2,LINC02025,lncRNA,chr3,84880984,+,0
ENSG00000287273.1,AC132660.2,lncRNA,chr3,84939619,+,0
